DATAFLOW,Frequency,Time,Pacific Island Countries and territories,Indicator,Sex,Age,Urbanization,Poverty,Food security,Food category,OBS_VALUE,Unit of measure
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Temotu,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Cereals and cereal products,488.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Female,All ages,National,Total,Total,Oils and fats,3.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Total,All ages,National,No poverty,Total,Meals consumed away from home,40.6,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Average expenditures,Total,All ages,National,Total,Total,Vegetables and vegetable products,1.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Average expenditures,Total,All ages,National,Total,Total,Fish and fish products,2.7,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,25-59,National,Total,Total,Tobacco/kava,1.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Oils and fats,7.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,Urban,Total,Total,Tobacco/kava,74.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Choiseul,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Eggs,9.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Cereals and cereal products,100.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Meals consumed away from home,10.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Tree nuts,25.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Tobacco/kava,81.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,15-24,National,Total,Total,Vegetables and vegetable products,99.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,25-59,National,Total,Total,Stimulants,66.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,25-59,National,Total,Total,Miscellaneous and prepared foods,59.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Pulses,0.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Choiseul,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Tree nuts,10.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Alcoholic beverages,0.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Meals consumed away from home,12.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Male,All ages,National,Total,Total,Pulses,0.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Female,All ages,National,Total,Total,Spices and additive,5.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Poverty,Total,Non alcoholoc beverages,2.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Spices and additive,43.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Oils and fats,6.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Stimulants,22.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Total,All ages,Rural,Total,Total,Pulses,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Choiseul,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Milk and cheese,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Pulses,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Meals consumed away from home,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Milk and cheese,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Temotu,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Meat and meat products,1.6,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Alcoholic beverages,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Male,All ages,National,Total,Total,Pulses,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Male,All ages,National,Total,Total,Fish and fish products,3.8,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Average quantity as acquired,Total,All ages,Urban,Total,Total,Vegetable oils and fats,13.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average quantity as acquired,Total,All ages,Urban,Total,Total,Eggs,0.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average quantity as acquired,Female,All ages,National,Total,Total,Meat and meat products,92.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average quantity as acquired,Total,All ages,National,Poverty,Total,Alcoholic beverages,0.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Total,All ages,Urban,Total,Total,Alcoholic beverages,30.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Average edible quantity,Total,All ages,National,Total,Total,Sugars and syrups,14.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average edible quantity,Total,All ages,Urban,Total,Total,Meat and meat products,32.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Total,15-24,National,Total,Total,Milk and cheese,4.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Total,60+,National,Total,Total,Fish and fish products,65.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Total,All ages,National,No poverty,Total,Tree nuts,7.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average Dietary Energy Consumption,Total,All ages,Urban,Total,Total,Milk and cheese,21.3,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average expenditures,Total,All ages,National,Total,Total,Pulses,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Average expenditures,Total,All ages,Urban,Total,Total,Fruits and fruit products,42.6,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Average expenditures,Total,All ages,National,Total,Total,Vegetable oils and fats,3.7,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average expenditures,Total,All ages,Urban,Total,Total,Fish and fish products,32.5,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average expenditures,Total,60+,National,Total,Total,Eggs,4.2,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average expenditures,Total,60+,National,Total,Total,Fish and fish products,39.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,All ages,Urban,Total,Total,Vegetable oils and fats,88.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,All ages,Rural,Total,Total,Meat and meat products,58.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Cereals and cereal products,99.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,All ages,National,No poverty,Total,Stimulants,36.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,All ages,National,No poverty,Total,Miscellaneous and prepared foods,73.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Moderately or severely food insecure,Eggs,25.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Roots and tubers,29.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Moderately or severely food insecure,Tree nuts,1.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Urban,Total,Total,Tree nuts,7.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,15-24,National,Total,Total,Vegetable oils and fats,48.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,15-24,National,Total,Total,Oils and fats,20.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,60+,National,Total,Total,Alcoholic beverages,1.7,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,All ages,National,No poverty,Total,Stimulants,1.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,All ages,National,Total,Moderately or severely food insecure,Tree nuts,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Average edible quantity,Total,All ages,National,Total,Total,Stimulants,0.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Female,All ages,National,Total,Total,Spices and additive,5.9,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Male,All ages,National,Total,Total,Spices and additive,1.4,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Female,All ages,National,Total,Total,Oils crops,1.4,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,60+,National,Total,Total,Meat and meat products,53.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Poverty,Total,Vegetables and vegetable products,12.9,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Food secure or mildly food insecur,Eggs,1.1,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Food secure or mildly food insecur,Fish and fish products,239.1,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Total,All ages,Urban,Total,Total,Tobacco/kava,0.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Total,All ages,Rural,Total,Total,Pulses,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Total,All ages,Rural,Total,Total,Fish and fish products,0.6,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Average expenditures,Total,All ages,National,Total,Total,Meat and meat products,0.2,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Average expenditures,Total,All ages,National,Total,Total,Fish and fish products,0.8,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Male,All ages,National,Total,Total,Pulses,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Male,All ages,National,Total,Total,Fish and fish products,0.6,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Total,15-24,National,Total,Total,Stimulants,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Total,25-59,National,Total,Total,Miscellaneous and prepared foods,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Meat and meat products,61.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Eggs,8.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Meat and meat products,78.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Eggs,15.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Fish and fish products,98.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Stimulants,67.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,25-59,National,Total,Total,Vegetable oils and fats,75.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,No poverty,Total,Fruits and fruit products,85.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,Rural,Total,Total,Non alcoholoc beverages,180.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Average quantity as acquired,Total,All ages,National,Total,Total,Vegetables and vegetable products,59.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Average quantity as acquired,Total,All ages,National,Total,Total,Sugars and syrups,102.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Average quantity as acquired,Total,All ages,National,Total,Total,Stimulants,1.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Male,All ages,National,Total,Total,Non alcoholoc beverages,145.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Female,All ages,National,Total,Total,Roots and tubers,6.9,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,National,Poverty,Total,Tobacco/kava,73.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,National,Total,Moderately or severely food insecure,Non alcoholoc beverages,122.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Urban,Total,Total,Stimulants,17.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,60+,National,Total,Total,Eggs,0.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Poverty,Total,Vegetables and vegetable products,5.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Moderately or severely food insecure,Roots and tubers,2.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Eggs,2.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Fish and fish products,51.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Female,All ages,National,Total,Total,Meals consumed away from home,42.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,15-24,National,Total,Total,Stimulants,36.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Food secure or mildly food insecur,Meals consumed away from home,41.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Eggs,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Tobacco/kava,3.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Meals consumed away from home,6.2,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Cereals and cereal products,2.8,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Food secure or mildly food insecur,Milk and cheese,1.2,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,All ages,National,Total,Total,Sugars and syrups,14.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Rennell-Bell,Average quantity as acquired,Total,All ages,National,Total,Total,Meat and meat products,6.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,All ages,National,No poverty,Total,Vegetables and vegetable products,255.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Choiseul,Average edible quantity,Total,All ages,National,Total,Total,Non alcoholoc beverages,1.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Average edible quantity,Total,All ages,National,Total,Total,Alcoholic beverages,5.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Meat and meat products,19.6,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Stimulants,6.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Milk and cheese,0.3,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Non alcoholoc beverages,5.5,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Total,25-59,National,Total,Total,Fruits and fruit products,71.4,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Average expenditures,Total,All ages,National,Total,Total,Stimulants,0.2,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Average expenditures,Total,All ages,National,Total,Total,Alcoholic beverages,0.2,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average expenditures,Total,All ages,National,Total,Total,Spices and additive,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Average expenditures,Total,All ages,National,Total,Total,Fruits and fruit products,0.5,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Female,All ages,National,Total,Total,Sugars and syrups,0.3,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,15-24,National,Total,Total,Meals consumed away from home,0.2,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,60+,National,Total,Total,Spices and additive,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,All ages,National,Poverty,Total,Fish and fish products,0.9,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,Urban,Total,Total,Alcoholic beverages,20.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,Rural,Total,Total,Sugars and syrups,75.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Sugars and syrups,90.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Rennell-Bell,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Spices and additive,44.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Oils crops,74.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Male,All ages,National,Total,Total,Sugars and syrups,78.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,60+,National,Total,Total,Pulses,0.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,60+,National,Total,Total,Oils crops,77.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,National,No poverty,Total,Eggs,8.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Pulses,0.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Oils crops,25.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Sugars and syrups,41.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Eggs,1.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Miscellaneous and prepared foods,21.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Milk and cheese,0.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Vegetable oils and fats,2.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Temotu,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Sugars and syrups,23.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,No poverty,Total,Tree nuts,4.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Vegetables and vegetable products,62.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Vegetable oils and fats,28.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Spices and additive,36.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Fruits and fruit products,56.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Temotu,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Oils crops,54.5,units
